latitude,longitude
53.6356461,10.1358684
53.5639169,9.9604023
53.5638779,9.9608944
53.5651018,9.9651663
53.5651403,9.9647841
53.5795172,9.94528
53.5768237,10.0836907
53.5765798,10.0816089
53.5780412,10.0890226
53.5778645,10.0894371
53.5799312,10.1012283
53.5801079,10.1032809
53.5820433,10.11092
53.5975032,10.1320261
53.6457499,9.9758405
53.6455841,9.9738941
53.6451066,9.974215
53.6495766,9.9879869
53.6493323,9.988332
53.6322708,10.0259948
53.6329905,10.179922
53.547357,10.0373827
53.546514,10.0393586
53.6098026,9.8993331
53.5405209,9.9938869
53.5536128,10.0904304
53.6448515,10.0131293
53.6446716,10.0129285
53.5555284,9.9883536
53.5294783,10.0237651
53.5296554,10.0240667
53.5799883,10.0695794
53.6359967,10.1785897
53.6339881,10.1789853
53.6394263,10.1563814
53.5077914,10.179894
53.5798494,9.8852478
53.5808779,9.8843594
53.6000148,10.156185
53.5999437,10.1558924
53.5465531,9.9625235
53.60564,9.9289602
53.6056757,9.9290999
53.5473572,9.8632692
53.5445651,9.8245655
53.5568795,10.0194565
53.5569263,10.0201059
53.5549193,10.0156956
53.5551034,10.0155213
53.5883099,9.8521162
53.5874347,9.851648
53.5928884,9.8530367
53.4483534,9.9433161
53.5159678,9.9935173
53.5984894,9.9375557
53.5659889,9.9107801
53.5738055,9.8922477
53.5688583,9.9028846
53.5691135,9.9028719
53.5715515,9.8978692
53.55442,9.9285304
53.5551984,9.9286091
53.5532894,9.9316684
53.5541837,9.9319528
53.4397644,9.9883202
53.4390464,9.9875277
53.4449418,9.9916656
53.5769523,9.8232623
53.5492028,9.9506496
53.5492756,9.9499054
53.5679913,9.9694733
53.4253021,9.9647521
53.4004629,10.1684328
53.4005048,10.1686747
53.6178519,10.0052809
53.6178924,10.0053734
53.6158404,10.0075152
53.6156164,10.0077693
53.5677341,9.9703294
53.6095288,9.9588898
53.6099391,9.9583015
53.6099167,9.960972
53.6101036,9.9595991
53.5921868,9.9299868
53.5922641,9.9275176
53.5557437,9.9433794
53.5546108,9.9406995
53.6022465,10.1815781
53.5990773,10.0063968
53.5609506,9.9541746
53.5583418,9.9480385
53.5587014,9.9499413
53.5726004,9.9834505
53.5724621,9.9836752
53.5727564,9.9891294
53.5725764,9.9892056
53.582848,9.934806
53.5879827,9.9318747
53.5967751,9.9221784
53.5968295,9.9216221
53.5655374,10.0203107
53.5949293,10.0003158
53.5777427,10.0178295
53.5774329,10.0183911
53.5645495,10.0342304
53.5995366,9.9645528
53.5315536,10.0557371
53.522492,10.0714371
53.5182555,10.0782546
53.5175008,10.0789506
53.5161017,10.0817449
53.5125962,10.0873113
53.5115759,10.0872058
53.5010638,10.0794248
53.4970977,10.0774252
53.4975763,10.0779821
53.4924412,10.0675034
53.4925163,10.0679316
53.4916428,10.0656979
53.4910187,10.065521
53.4849438,10.0724245
53.4856655,10.0718791
53.4804372,10.0758676
53.4799078,10.0760654
53.4776517,10.0774378
53.4773682,10.0777125
53.4737432,10.0791864
53.4734274,10.078937
53.4716116,10.0746305
53.4715929,10.0748054
53.4678375,10.0666808
53.4682852,10.0677894
53.4626775,10.0670105
53.4630333,10.0669157
53.4603386,10.0697056
53.4601451,10.070239
53.457603,10.0750841
53.4572781,10.0757307
53.4562407,10.0800296
53.448801,10.090886
53.4483977,10.0921595
53.4407524,10.1011131
53.4404943,10.1014716
53.43675,10.1070419
53.4309617,10.1130418
53.4299408,10.1141505
53.4253174,10.1221931
53.4254298,10.1217954
53.4232443,10.1393255
53.423089,10.1397851
53.4164533,10.1486313
53.416087,10.1487413
53.406284,10.1584557
53.4063179,10.1585983
53.3989384,10.1842869
53.4018143,10.1894656
53.4018386,10.1898113
53.4036267,10.1966626
53.4022077,10.2043686
53.402042,10.2051256
53.4000106,10.2094883
53.3989147,10.2154167
53.3987334,10.2165251
53.3976403,10.2250005
53.3977266,10.2250002
53.4172891,10.2526532
53.4174008,10.2529162
53.4223733,10.2569877
53.4228256,10.2579499
53.426851,10.2736994
53.4270314,10.2728929
53.4267088,10.2796247
53.4267636,10.2791817
53.4274372,10.2851006
53.4276223,10.2856899
53.4288219,10.2912955
53.4288597,10.2909371
53.4332259,10.2989176
53.4335825,10.2991161
53.4397698,10.3030723
53.5610969,9.9553559
53.5615343,9.9541441
53.5586552,9.9631061
53.5582038,9.9634348
53.6299479,9.9278833
53.6292618,9.9292126
53.5873572,9.9719559
53.5617666,9.9485017
53.5592154,9.8133479
53.5601933,9.8034571
53.5583468,9.803192
53.557074,9.8037089
53.5581375,9.7974274
53.5592604,9.7924171
53.5618175,9.7923951
53.5617974,9.7977815
53.5627098,9.798955
53.5629066,9.801932
53.5631077,9.804441
53.5624319,9.8072952
53.5606205,9.8231067
53.5610437,9.822477
53.6206418,9.9979003
53.6236724,10.0102135
53.6706384,9.9920338
53.5826986,9.93364
53.5842275,9.9336899
53.5800009,9.934786
53.5788165,9.9363544
53.574816,9.9392391
53.573726,9.9406132
53.5684673,9.94388
53.5694192,9.9443378
53.5655094,9.9444021
53.5636385,9.9451973
53.6275593,9.909658
53.6273736,9.9108736
53.6224917,9.9086067
53.6226422,9.9089362
53.6155363,9.9066401
53.6153453,9.906844
53.6483612,9.9205962
53.6455201,9.92175
53.6448752,9.9222062
53.5503412,9.955889
53.5548079,9.9516048
53.5604679,9.9536072
53.6491572,9.9205773
53.5923239,9.9034067
53.5930211,9.8977406
53.5925961,9.8996583
53.5930508,9.8926301
53.5932494,9.8903512
53.5889941,9.8757151
53.5880567,9.8762777
53.5865455,9.8728011
53.5864132,9.8731323
53.5854497,9.8674359
53.5847568,9.8664864
53.5820131,9.866729
53.5778705,9.8659247
53.5728159,9.8649342
53.5717209,9.8623925
53.5720359,9.8616065
53.5727456,9.8476108
53.5714139,9.8402335
53.5715274,9.8407047
53.5688472,9.8350142
53.5684908,9.834672
53.5649978,9.8464214
53.5658235,9.8466997
53.5606541,9.8419782
53.5615167,9.8432558
53.5670366,9.8330972
53.5665929,9.8322735
53.5544229,9.8445162
53.5533237,9.8447428
53.5502294,9.8455063
53.5504348,9.8450253
53.5489588,9.8533889
53.5493444,9.8518728
53.4568124,9.9860867
53.459266,9.9842235
53.4365374,9.9854843
53.4360611,9.9854612
53.4332377,9.9868053
53.4331814,9.9859798
53.4340181,9.98968
53.4319711,9.9838676
53.4312302,9.9830355
53.4286973,9.9824681
53.4250239,9.9812643
53.4241018,9.9805239
53.4165285,9.9844913
53.616306,9.9873206
53.6154752,9.9857383
53.6141806,9.9835282
53.6142298,9.9839173
53.6122455,9.9731929
53.6127886,9.9747147
53.610907,9.9743738
53.6099506,9.9746478
53.6076821,9.9780048
53.6070433,9.9788134
53.6038982,9.9857804
53.6043567,9.9852595
53.5905259,9.9875331
53.5899309,9.9869655
53.5860999,9.9833151
53.5863189,9.983172
53.5839044,9.9837555
53.5836754,9.9838601
53.5771806,9.9890023
53.5770993,9.9887888
53.5732827,9.9885416
53.5733921,9.988827
53.5683757,9.9883049
53.5529547,9.9928234
53.553284,9.992705
53.5509555,9.9939649
53.5507272,9.9988121
53.5507799,9.9983027
53.5470267,9.99683
53.5470764,9.9971977
53.5497032,9.996091
53.54418,9.9903659
53.5720027,9.9122263
53.5715949,9.9139146
53.5731551,9.9085867
53.5733775,9.9937577
53.5767558,9.9934717
53.5758574,9.9930025
53.5792417,9.9940375
53.5792035,9.9938092
53.5835454,9.9945445
53.5835859,9.9953226
53.5865495,10.0020418
53.5867534,10.0020989
53.5906388,10.0154617
53.5839368,10.0096818
53.5815412,10.0116283
53.5801817,10.0125403
53.5742444,10.0148888
53.5748893,10.0149714
53.5703447,10.0170698
53.5708638,10.0164867
53.5540093,10.0081194
53.5531211,10.0087244
53.6098904,9.9659122
53.6100812,9.9639521
53.6101529,9.968244
53.6095948,9.9687021
53.6184527,9.9996797
53.6190282,9.9993168
53.6136933,10.008733
53.613157,10.008899
53.605181,10.014482
53.6331696,9.9059485
53.6336776,9.9051862
53.6004446,10.0357738
53.5924914,10.0382146
53.5934013,10.0380927
53.5830461,10.0562657
53.5835455,10.0575973
53.5862556,10.063583
53.5674024,10.074765
53.5677211,10.0746063
53.5651637,10.0777878
53.5640016,10.0782166
53.5593711,10.0810009
53.5596104,10.0811602
53.5512866,10.0944205
53.5498369,10.0991801
53.5498371,10.0998479
53.5479177,10.1065041
53.5473434,10.1077089
53.5454788,10.1141215
53.5456131,10.1143072
53.5453562,9.9314127
53.5453221,9.9320741
53.5447076,9.9249226
53.5447231,9.9258034
53.5442662,9.9213064
53.5443464,9.9204653
53.5441514,9.9150064
53.550194,9.939985
53.5464516,9.9701733
53.5462468,9.9693742
53.5514405,9.9746707
53.5503788,9.9741103
53.5499224,9.9706927
53.5502066,9.9703288
53.5863953,10.125758
53.5864144,10.1253728
53.5559926,10.0419361
53.5588479,10.0481511
53.5607331,10.0556881
53.5600599,10.0622019
53.5593915,10.0676912
53.5575917,10.0757504
53.5563128,10.079664
53.5598759,10.1086928
53.5625705,10.1087089
53.5710073,10.105492
53.5743789,10.0990501
53.5731589,10.0924131
53.5715728,10.0839168
53.5685967,10.0514308
53.5682403,10.0439305
53.5742095,10.037136
53.5804253,10.032402
53.5840632,10.0338525
53.58772,10.0342476
53.5874309,10.0367688
53.5868955,10.0447105
53.5969408,10.1528306
53.5963497,10.1525306
53.594065,10.1449988
53.5939129,10.1449715
53.5929829,10.1384531
53.5920291,10.1359821
53.5819585,10.1095806
53.5758918,9.8231463
53.5749124,9.8348119
53.5735466,9.837826
53.5741217,9.8363883
53.5710672,9.8766841
53.5726782,9.8868009
53.5727379,9.8864391
53.5672966,9.8886288
53.5570966,9.893603
53.5572572,9.8914544
53.5564869,9.9016972
53.5565098,9.9010127
53.5552312,9.898417
53.5541483,9.9103849
53.5546782,9.9082491
53.5539772,9.9171017
53.5537857,9.9163727
53.5509922,9.9185845
53.5515994,9.9180046
53.5508853,9.9252712
53.5499454,9.9257081
53.5494939,9.9297227
53.5504578,9.9282452
53.5844795,9.8805108
53.5915601,9.8728061
53.5930903,9.8704426
53.5967306,9.8658402
53.5973374,9.8645008
53.5913588,10.045576
53.6080736,10.0370938
53.6088446,10.0444504
53.6081278,10.0442476
53.6108052,10.0487476
53.6104605,10.0499112
53.6111511,10.046569
53.6117094,10.0452277
53.6096369,10.0553713
53.6099849,10.0535259
53.6103817,10.0594744
53.610316,10.0582424
53.6124209,10.0645174
53.6116432,10.0631472
53.4709368,10.0826181
53.5771502,9.8592358
53.4442253,10.1280786
53.4403961,10.1290719
53.5783043,9.8640616
53.4350623,10.1297396
53.4297849,10.1341643
53.4237025,10.1401221
53.4214819,10.1444125
53.4201816,10.1478038
53.418494,10.1505758
53.4130037,10.1562307
53.411592,10.1624899
53.407446,10.1778861
53.4040047,10.1862755
53.5934382,9.8826185
53.5936784,9.8832305
53.5968261,9.8851674
53.5970145,9.8855783
53.400804,10.1836385
53.5986449,9.886518
53.599076,9.8873039
53.6013133,9.8897084
53.6011568,9.8842913
53.6010133,9.8838858
53.6013591,9.8798639
53.6008976,9.8815148
53.6040097,9.8768263
53.4049,10.1863627
53.4111909,10.1910134
53.4161685,10.1958638
53.6067034,9.8713781
53.6070019,9.8651487
53.420467,10.2023631
53.4210078,10.2024413
53.4271487,10.2033058
53.4307183,10.1983371
53.4374465,10.1975974
53.4373093,10.1875947
53.4408472,10.1840575
53.4442988,10.1738984
53.4494565,10.1806744
53.4580782,10.1925299
53.4631816,10.1997464
53.4654566,10.2018606
53.4719207,10.2040338
53.4808329,10.208127
53.4852866,10.2099594
53.4949536,10.2076695
53.4986481,10.2028678
53.5024019,10.1951562
53.5047419,10.1888666
53.523873,10.1493752
53.5613166,9.8115131
53.5613125,9.8117078
53.5604776,9.8184436
53.5567615,9.8213571
53.5604439,9.8191129
53.5598731,9.8216266
53.5565698,9.8211718
53.5544035,9.820522
53.5532967,9.9768429
53.5531035,9.9762556
53.5550124,9.9789148
53.5551024,9.9785748
53.558324,9.9880088
53.5581127,9.9882444
53.5564225,9.9995131
53.5548699,10.0018358
53.5526306,10.0057288
53.5524501,10.0053352
53.5456721,10.0161468
53.5475248,10.0291435
53.5472321,10.0287716
53.5496838,10.0365838
53.5496953,10.0368341
53.5481246,10.0466586
53.5482998,10.0463552
53.5556956,9.8905424
53.5555948,9.8908019
53.5481932,9.8901055
53.549016,9.8899826
53.5523015,9.8909152
53.5524631,9.8935342
53.5463776,9.8883618
53.5465385,9.8873208
53.5466197,9.8821436
53.5464542,9.8811352
53.5471593,9.8742848
53.5470564,9.8742719
53.5476735,9.8637007
53.5554077,9.8431564
53.5556901,9.8422761
53.5572369,9.837841
53.5571649,9.8377732
53.5603789,9.8316305
53.5601886,9.8328364
53.5661965,9.7932188
53.5662581,9.7941361
53.5654093,9.7900723
53.5655448,9.7915029
53.5660696,9.7835288
53.5659033,9.7837853
53.5668506,9.7797484
53.5688434,9.7728318
53.5686415,9.772994
53.5809439,9.7581959
53.5808243,9.757892
53.5822465,9.7544933
53.5550446,9.8353819
53.5553623,9.8349303
53.5460004,9.8993499
53.5459191,9.8989645
53.5460986,9.9155478
53.5459758,9.9156341
53.5465035,9.9248522
53.5463655,9.92635
53.5496023,9.9562936
53.5495832,9.9616032
53.5493479,9.961645
53.5494828,9.9784186
53.5806816,9.9385577
53.5876812,9.9316508
53.5542466,9.92319
53.5543903,9.923521
53.5570773,9.9009177
53.5141085,9.9110036
53.5141925,9.9127578
53.5175996,9.8903483
53.5179647,9.8898981
53.5201503,9.8860416
53.5197674,9.8851995
53.5268864,9.8838971
53.52978,9.8789523
53.5300488,9.8787914
53.5328095,9.8786724
53.5352035,9.8788655
53.5335546,9.8762962
53.5334541,9.875801
53.5338946,9.8661058
53.5340413,9.8641833
53.534577,9.8599863
53.5348219,9.8592777
53.5356353,9.8529988
53.5356806,9.8536206
53.5263485,9.8216303
53.6648511,10.0011204
53.6602807,10.0025683
53.6565885,10.0048699
53.6534324,10.0067583
53.6498982,10.0092171
53.6489882,10.0163869
53.6396271,10.0121568
53.6396568,10.0128311
53.6331188,10.0170668
53.6225871,10.0118029
53.6187761,10.0142517
53.6139339,10.0194463
53.6002105,10.0184958
53.6085888,10.0635705
53.6084379,10.0682974
53.6081139,10.0814842
53.6059257,10.107408
53.6074294,10.0897829
53.6025166,10.1276349
53.5998319,10.1327125
53.6000683,10.1381177
53.6002774,10.1427495
53.6007147,10.1529361
53.5241928,9.8101711
53.5238354,9.8103992
53.5341037,9.7935262
53.5337788,9.794089
53.5403525,9.7748246
53.5401637,9.7748892
53.5356905,9.779734
53.5354898,9.7796813
53.5336039,9.7754569
53.533536,9.7752981
53.5305564,9.7716631
53.4713487,9.8641204
53.4715454,9.8625927
53.5476576,9.9342785
53.5480803,9.9359989
53.5483376,9.921699
53.5480922,9.9226287
53.5491496,9.9103835
53.5496914,9.901854
53.5496302,9.8986042
53.5530073,9.8820763
53.5529496,9.881775
53.5538908,9.8757857
53.5555713,9.8650961
53.5553603,9.8652291
53.5704715,10.0831637
53.5686022,10.0912417
53.5695891,10.1002553
53.5697128,10.0998692
53.5704439,10.1062239
53.5704488,10.1044262
53.5709525,10.1155038
53.5710937,10.116098
53.5708569,10.1256637
53.5711338,10.1235267
53.5710074,10.1312046
53.5711933,10.1308104
53.5715345,10.1364205
53.5712032,10.134566
53.5740235,10.135253
53.5742691,10.1348279
53.5749215,10.1390164
53.5750048,10.1386633
53.5758932,10.1436574
53.5763394,10.1435631
53.5688156,10.0908087
53.5689857,10.0867579
53.5432869,10.1429757
53.5429456,10.1411045
53.5411079,10.1389433
53.5382797,10.1115597
53.5373594,10.1156204
53.5343044,10.1214999
53.5323973,10.1276111
53.5306551,10.1296551
53.529846,10.137681
53.5298084,10.1398294
53.5297462,10.1444214
53.5296775,10.1484046
53.523874,10.1490042
53.516072,10.1576332
53.5141389,10.1624126
53.5141486,10.1672938
53.5133647,10.1717044
53.5109248,10.2038701
53.5033201,10.2104432
53.498895,10.2101857
53.4947533,10.2076141
53.4836473,10.2206551
53.4815203,10.2260511
53.4797361,10.2306854
53.4734813,10.2554832
53.5109803,10.202737
53.5021905,10.2107493
53.4998981,10.2109876
53.4837859,10.2207002
53.482011,10.2240038
53.4795905,10.2316556
53.4736036,10.2553071
53.5298159,10.14815
53.5298803,10.1443549
53.5298855,10.1420489
53.532682,10.1269772
53.5346622,10.1208697
53.5371055,10.1163273
53.5662961,9.9352613
53.5661545,9.935165
53.5687519,9.9318157
53.5686724,9.931692
53.5701633,9.9236384
53.5701897,9.923473
53.5737731,9.9247118
53.5739382,9.9247788
53.5744126,9.9175297
53.5755406,9.9127363
53.5766208,9.9150881
53.5807444,9.9180587
53.5799517,9.9179466
53.5857607,9.9080695
53.5854951,9.9084512
53.5897928,9.9076273
53.5891289,9.9071316
53.590531,10.184762
53.4478092,9.9807376
53.4500084,9.982212
53.4502591,9.9821789
53.5693979,10.0631229
53.5652504,10.057217
53.560896,10.061158
53.5608963,10.0614609
53.5572736,10.0618888
53.5576118,10.062033
53.5570377,10.0540336
53.5543668,10.0619158
53.5546693,10.0611424
53.5537894,10.0656902
53.5541039,10.0653037
53.5519081,10.0730657
53.552067,10.0732731
53.550521,10.0779969
53.549785,10.0794207
53.5453755,10.0884008
53.5451861,10.0893623
53.542042,10.0966423
53.5426931,10.0950897
53.5406986,10.1001816
53.5408187,10.1014409
53.5416611,10.1016927
53.5646973,10.0576085
53.6030077,10.0847089
53.6029852,10.0842957
53.601019,10.0802706
53.6013468,10.0812689
53.6030195,10.0782884
53.60305,10.0780789
53.6066606,10.0810935
53.605709,10.0806081
53.6088562,10.0803532
53.6089573,10.0801371
53.6113301,10.0804226
